time_bucket,p95_latency_ms,p99_latency_ms,call_count,HTTP_MCR,HTTP_RT,providerRPC_MCR,providerRPC_RT,cpu_utilization,memory_utilization,active_instances,p95_latency_ms_delta1,p99_latency_ms_delta1,HTTP_MCR_delta1,HTTP_RT_delta1,providerRPC_MCR_delta1,providerRPC_RT_delta1,cpu_utilization_delta1,memory_utilization_delta1,p95_latency_ms_delta2,p99_latency_ms_delta2,HTTP_MCR_delta2,HTTP_RT_delta2,providerRPC_MCR_delta2,providerRPC_RT_delta2,cpu_utilization_delta2,memory_utilization_delta2,p95_latency_ms_delta4,p99_latency_ms_delta4,HTTP_MCR_delta4,HTTP_RT_delta4,providerRPC_MCR_delta4,providerRPC_RT_delta4,cpu_utilization_delta4,memory_utilization_delta4,violation_now,label_next_violation
30,78.0,232.45999999999913,10455,0.9190601839034561,0.9190601839034561,44.28332009531374,15.093067710476445,0.24746067835931684,0.7969583985899047,1259.0,3.0,33.45999999999913,0.19092117046110568,0.19092117046110568,3.8018202276939377,0.6796118622974845,0.008799194674956434,-0.0003009897285093377,1.0,18.459999999997308,0.13906445501404463,0.13906445501404463,5.2094519459888815,0.5208965330737971,0.01211658765927226,0.000224667941963963,9.0,45.45999999999913,0.2851201170632546,0.2851201170632546,5.844148795340217,0.9857161195397826,0.013437902345659475,1.6400507349079163e-05,0,0
31,77.0,201.34000000000015,10034,0.6210210812355664,0.6210210812355664,42.51030579825258,14.547309030601602,0.24790908317723984,0.7970722887707579,1259.0,-1.0,-31.11999999999898,-0.2980391026678897,-0.2980391026678897,-1.7730142970611595,-0.5457586798748437,0.0004484048179229927,0.00011389018085317115,2.0,2.3400000000001455,-0.107117932206784,-0.107117932206784,2.028805930632778,0.13385318242264077,0.009247599492879427,-0.00018709954765616654,4.0,-14.75,-0.27898439966660016,-0.27898439966660016,3.7355837966640166,0.7359405736787199,0.014968058720175287,0.00020911245750454555,0,1
32,76.0,239.95000000000073,10006,0.8784068320079743,0.8784068320079743,46.463456901748046,14.457711796859728,0.24702711773249797,0.7709731390576563,1259.0,-1.0,38.61000000000058,0.2573857507724079,0.2573857507724079,3.9531511034954647,-0.08959723374187334,-0.0008819654447418668,-0.026099149713101566,-2.0,7.490000000001601,-0.040653351895481804,-0.040653351895481804,2.180136806434305,-0.6353559136167171,-0.0004335606268188741,-0.025985259532248395,-1.0,25.94999999999891,0.09841110311856283,0.09841110311856283,7.389588752423187,-0.11445938054291993,0.011683027032453386,-0.025760591590284432,1,0
33,78.0,225.60000000000036,10241,0.8938346669072498,0.8938346669072498,47.33964737793852,14.64536575719669,0.30893822405450716,0.7287898430750862,1259.0,2.0,-14.350000000000364,0.015427834899275461,0.015427834899275461,0.8761904761904731,0.18765396033696113,0.06191110632200919,-0.04218329598257009,1.0,24.26000000000022,0.27281358567168335,0.27281358567168335,4.829341579685938,0.0980567265950878,0.061029140877267324,-0.06828244569567166,3.0,26.600000000000364,0.16569565346489934,0.16569565346489934,6.858147510318716,0.23190990901772857,0.07027674037014675,-0.06846954524332782,0,0
34,71.0,182.34000000000015,9884,0.8645188125645885,0.8645188125645885,45.1271790468012,16.183903426574496,0.3184879738800579,0.7658569231986999,1259.0,-7.0,-43.26000000000022,-0.029315854342661263,-0.029315854342661263,-2.212468331137316,1.5385376693778063,0.009549749825550735,0.037067080123613705,-5.0,-57.61000000000058,-0.013888019443385802,-0.013888019443385802,-1.336277854946843,1.7261916297147675,0.07146085614755993,-0.0051162158589563855,-7.0,-50.11999999999898,-0.054541371338867606,-0.054541371338867606,0.8438589514874621,1.0908357160980504,0.07102729552074105,-0.03110147539120478,0,0
35,79.0,178.0,9814,0.838154363283629,0.838154363283629,42.22413838988689,15.284438652369966,0.3143869306510597,0.7793077361423874,1259.0,8.0,-4.3400000000001455,-0.02636444928095949,-0.02636444928095949,-2.903040656914314,-0.8994647742045299,-0.00410104322899818,0.01345081294368744,1.0,-47.600000000000364,-0.05568030362362075,-0.05568030362362075,-5.11550898805163,0.6390728951732765,0.005448706596552555,0.050517893067301145,2.0,-23.340000000000146,0.2171332820480626,0.2171332820480626,-0.2861674083656922,0.7371296217683643,0.06647784747381988,-0.01776455262837051,0,0
36,74.0,201.0,10085,0.7996090538017714,0.7996090538017714,41.00270037154989,21.050128000587414,0.2993528125328981,0.7831683090141227,1259.0,-5.0,23.0,-0.03854530948185764,-0.03854530948185764,-1.2214380183369968,5.765689348217448,-0.015034118118161632,0.003860572871735357,3.0,18.659999999999854,-0.06490975876281713,-0.06490975876281713,-4.124478675251311,4.866224574012918,-0.019135161347159813,0.017311385815422797,-2.0,-38.95000000000073,-0.07879777820620293,-0.07879777820620293,-5.460756530198154,6.592416203727685,0.05232569480040011,0.012195169956466412,0,0
37,71.0,174.48999999999978,10552,0.9546426910825105,0.9546426910825105,40.602954425013245,16.066538628396597,0.3075296905102684,0.7849144708087373,1259.0,-3.0,-26.51000000000022,0.15503363728073916,0.15503363728073916,-0.3997459465366475,-4.983589372190817,0.008176877977370323,0.0017461617946146202,-8.0,-3.5100000000002183,0.11648832779888152,0.11648832779888152,-1.6211839648736444,0.7820999760266307,-0.00685724014079131,0.005606734666349977,-7.0,-51.11000000000058,0.060808024175260766,0.060808024175260766,-6.736692952925274,1.4211728711999072,-0.0014085335442387548,0.05612462773365112,0,0
38,79.0,205.0,10764,0.6673410009963381,0.6673410009963381,40.10945945945946,15.015065863321475,0.29393748687110216,0.7851594723446268,1259.0,8.0,30.51000000000022,-0.28730169008617246,-0.28730169008617246,-0.49349496555378636,-1.0514727650751219,-0.013592203639166245,0.0002450015358894664,5.0,4.0,-0.1322680528054333,-0.1322680528054333,-0.8932409120904339,-6.035062137265939,-0.005415325661795922,0.0019911633305040866,8.0,22.659999999999854,-0.19717781156825043,-0.19717781156825043,-5.017719587341745,-1.168837563253021,-0.024550487008955735,0.019302549145926884,0,0
39,72.0,192.1800000000003,10492,0.7356649592522343,0.7356649592522343,39.46276497085321,14.829269007499594,0.24582509814773393,0.7858622714019916,1259.0,-7.0,-12.819999999999709,0.06832395825589621,0.06832395825589621,-0.6466944886062507,-0.18579685582188077,-0.04811238872336823,0.0007027990573648113,1.0,17.69000000000051,-0.21897773183027625,-0.21897773183027625,-1.140189454160037,-1.2372696208970027,-0.06170459236253448,0.0009478005932542777,-7.0,14.180000000000291,-0.10248940403139473,-0.10248940403139473,-2.7613734190336814,-0.4551696448703719,-0.06856183250332579,0.006554535259604255,0,0
40,78.0,215.67000000000007,10734,1.0495447038125572,1.0495447038125572,40.312857710651826,14.65153332575001,0.2439421809990018,0.7861959537586293,1259.0,6.0,23.48999999999978,0.31387974456032286,0.31387974456032286,0.8500927397986189,-0.1777356817495832,-0.0018829171487321217,0.00033368235663766566,-1.0,10.670000000000073,0.38220370281621907,0.38220370281621907,0.2033982511923682,-0.363532537571464,-0.049995305872100354,0.001036481414002477,4.0,14.670000000000073,0.24993565001078577,0.24993565001078577,-0.6898426608980657,-6.398594674837403,-0.055410631533896276,0.0030276447445065635,0,0
